question_concept_id,question_text,question_type,secondary_source_concept_id,source_question_concept_id
850202336,"On the days that you took insulin, what concentration did you take?",,745268907,850202336
850350557,Address 7-Please provide the following information:,,716117817,201906316
850393641,# of Minutes,,745268907,653906464
850536692,"Are you currently using vaginal ring, vaginal cream, or vaginal tablet estrogen-only medication?",,745268907,
850585325,GitHub/Survey Version for Mouthwash,,390351864,
850849667,Colon/Rectal screening - Flexible sigmoidoscopy,,242103797,130601750
851145096,"Age first used cigars, cigarillos, or little filtered cigars on a regular basis number",,965707586,814115676
852236900,"When you were told that you have or had ductal carcinoma in situ of the breast, was it confirmed by biopsy?",Multiple Choice with displayif and/or Piped Text,726699695,
852296096,None of these Black categories fully describe me. Please describe [text box],Optional Select All that Apply,726699695,976808005
852404375,How many days were you treated in an “intensive care unit” or with ICU monitoring?,Text only response,408693886,
852697610,When were you first screened for oral cancer?,Multiple Choice,369168474,
852877446,Seasonal Address 7- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,716117817,728256340
853261835,"Illness, cold/flu, fever",,745268907,643807999
853862770,When were you screened for cancer? – Month,,242103797,
853876696,Manifest - not provided,,775188224,238268405
853931010,"8-Previous Apartment, suite, unit, building, etc.",,716117817,537011756
854078473,How old were you when you last used the other type of estrogen-only medication?,,745268907,
854184254,"Patch estrogen-only medication (such as Estraderm, Alora, or Climara)",,745268907,668834883
854945381,Ductal Carcinoma in situ (DCIS),"Optional Select All that Apply, Displayif in One or More Responses",726699695,725626004
855530921,9-Seasonal Zip code - Follow-up,,716117817,216096388
855583262,Previous Employer Full Street name,Mulitple Text Boxes,716117817,992180692
856368376,Flag for if Mailing address is an International address,,569151507,
856627601,How old were you when you first used oral estrogen-only medication?,,745268907,
856699079,When did you last have a HrHPV test?,Multiple Choice,369168474,
857217152,EMR participant deceased,,635994596,
857219333,What is the natural color of your eyes?,,965707586,
857265979,9-Previous Full Street name #2,,716117817,902193418
857841376,Address 11-Please provide the following information:,,716117817,878688378
858052564,When were you screened for cancer? – Year,,242103797,
858101893,Flag for unexpected collection date confirmed,,377669767,
858178137,Is your current job your longest-held job? - LAW,,716117817,
858353109,Lived there since birth,,716117817,191221569
858858333,What is the highest SPF number of the sunscreen you use most often?,,965707586,
859197222,How many times have you had an oral biopsy?,Multiple Choice,369168474,
859228803,When was the last time you vaped cannabis?,,965707586,
859329001,Irish,Optional Select All that Apply,726699695,797626610
860011428,How many times have you had COVID-19?,Text Only Response,299215535,
860253133,How many times have you been screened for oral cancer?,Multiple Choice,369168474,
860444009,Periods of racing heart rate - How long experienced COV24A,Grid with Multiple Choice Sub-Questions,299215535,749956170
860477844,Urine Order Placed,,173836415,266600170
860839849,Which of these best describes the type of fallopian tube removal surgery that you had? - CSH,,369168474,
860984191,7-Seasonal City - Follow-up,,716117817,293954660
861097935,"Commuter rail, subway, metro- Thinking about the one-way trip from your home to [insert address from PREWORK1 - PREWORK3/this address] on a usual workday, about how much time did you usually spend in each type of transportation?",,716117817,968388901
861162895,Deviation- Centrifuge - Improper speed/force setting used (too high),,299553921,248868659
861488320,When did you first have a breast biopsy?,Multiple Choice,369168474,
861639549,Data Has Been Destroyed,,635994596,
861824298,When was the last time you took acetaminophen?,,745268907,
862052821,"1 - Previous Review 2 - Within the past 20 years (that is, since [insert number calculated from CURRENT YEAR - 20]), have you lived anywhere else for at least two years ?",,716117817,
862170896,Used diet pills/medications,Optional Select All that Apply,726699695,207025341
862255177,9-Previous State/Province - Follow-up,,716117817,787064287
862718552,Puerto Rican,Optional Select All that Apply,726699695,308014437
863007380,Age last shift work,,745268907,199254974
863092608,"Seasonal Address 4- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. Please describe [text box]",,716117817,719647239
863246236,Kidney,Optional Select All that Apply,726699695,814510313
863286658,Endometriosis,"Optional Select All that Apply, Displayif in One or More Responses",726699695,725626004
863593410,"After several months of not being in the sun, what would happen to your skin if you spent an hour in the summer sun without sunscreen?",,965707586,
863664828,How old were you when you last smoked cannabis?,,965707586,
863839736,A cup of coffee,,716117817,831438612
863920008,"Vaginal ring (such as Nuva Ring, inserted vaginally each month)",,745268907,543780863
864052438,Basal cell,Optional Select All that Apply,726699695,508846529
864290328,"On days that you smoked cannabis when you were age [X / 30] to age [Y / 39 / current age], what is the total amount of time you smoked per day?",,965707586,
865200503,"During the season[s] in the past 12 months that you did downhill skiing or snowboarding, about how often did you do this activity?",,745268907,
865310914,7-Previous Zip code - Follow-up,,716117817,864213677
866002271,Appendix removed (appendectomy),"Optional Select All that Apply, Displayif in One or More Responses",726699695,624179836
866089092,"I am worried about data being given to my insurance company/effects on insurance (health, life, other)",,883203566,706283025
866146525,Autogenerate date/time for most recent update to document,,497020618,
866159532,"On days that you used e-cigarettes or other vaping devices for nicotine or tobacco when you were age [X / 70] and older, what is the total amount of time you used them per day?",,965707586,
866824332,Bag/Container/Thing 24,,948781977,
867109611,Previous Employer Country,Mulitple Text Boxes,716117817,992180692
867171046,Age started smoking hookah or water pipe on a regular basis,,965707586,154603497
867203506,All future surveys,,861315814,685002411
867237640,Forestry,Optional Select All that Apply,726699695,700374192
867247249,Still live here,,716117817,425315696
867307558,When did you last eat or drink anything other than water before donating your samples?,Optional Multiple Choice,299215535,
868006655,What is the primary cancer site identified through RCA?,,637153953,740819233
868232409,"What products are made, or services provided, by your current employer? If multiple, please provide the product/services related to your work unit. For Example: automotive parts, residential home construction, accounting services, pharmaceutical research.",Text only Response,726699695,
868510850,"Arts, entertainment, and recreation",Optional Select All that Apply,726699695,700374192
868650023,4-Seasonal Full Street name #2,,716117817,192184336
868685663,"Strengthening exercises such as weightlifting, using weight machines, or calisthenics (such as sit-ups or push-ups)",,745268907,517976064
868868325,"On days that you smoked when you were age [X / 30] to age [Y / 39 / current age], about how many cigars, cigarillos, or little filtered cigars did you smoke per day?",,965707586,
869588347,Preferred Email,,569151507,
869829679,Please review the list below and tell us if it includes all of the addresses where you have lived for at least two years in the last 20 years. Address 1,Optional Multiple Choice,716117817,
869938650,When did you first have a sigmoidoscopy?,Multiple Choice,369168474,
870075000,"Vegetables (not including potatoes or iceberg lettuce) (1 cup raw leafy, 1/2 cup cooked)",Nested,515124081,916948380
870456401,Comments - Site Shipment,,775188224,
870643066,Autogenerated date/time stamp for Start of PROMIS survey,,601305072,
871276836,"Do your daily tasks at work include driving (such as sales representative, courier, bus driver, or truck driver)?",,716117817,
872509317,How old were you when you first used the other type of estrogen-only medication?,,745268907,
872527709,9-Seasonal Full Street name #1,,716117817,921998144
872821562,"On how many of the past 30 days have you used chewing tobacco, snus, snuff, or dip?",,965707586,
873405723,I am too busy to join,,883203566,706283025
873968217,Child 1- Is [child initials or nickname/your child],"Optional Multiple Choice, Loops",726699695,
874168085,Loss of taste or smell - Since beginning of 2020,Grid with Multiple Choice Sub-Questions,299215535,813989715
874199876,Enter the screening facility or hospital address – Country,,242103797,
874223830,Trouble thinking or making decisions - Since beginning of 2020,Grid with Multiple Choice Sub-Questions,299215535,813989715
874262904,Do you use an alarm clock to wake up on non-workdays?,,745268907,
874288004,"Have you ever received, are you currently receiving, or are you scheduled to receive treatment for this cancer?",Multiple Choice,242103797,
875010152,Participant is now unable to participate,,861315814,
875017278,How easy or hard is it to use MyConnect?,Optional Multiple Choice,506648060,
875135634,"In total, how many times or cycles have you had in vitro fertilization (IVF)?",,745268907,
875157431,"Multi-cancer early detection (MCED) Test. Also known as a liquid biopsy. MCED tests (for example, GRAIL's Galleri ™ test) are blood tests that measure biological signals in body fluids that may be shed by cancer cells.",Select All That Apply,369168474,219076879
875208305,"In general, how would you rate your overall health?",Optional Multiple Choice,726699695,
875535246,"Within the last month, have you used hormonal contraceptives? These types of contraceptives include oral contraceptives (the pill), injections, implants, skin patches, vaginal rings, and hormonal intrauterine devices (IUDs)",Optional Multiple Choice,299215535,
875549268,Recruitment SOP maximum number of pre-consent contact attempts reached for cycle,,883203566,
875706715,2-Previous Street number,,716117817,828086036
876252122,"Desserts and sweets (e.g., cake, cookies, candy) (1 piece or 1 oz)",Nested,515124081,916948380
876443676,Address 3- What year did you move into [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]?,,716117817,
876521406,10-Previous Country - Follow-up,,716117817,878688378
876546260,Place of Birth - City,,332759827,
876683805,Are you currently using Depo-Provera?,,745268907,
876846761,Has your snoring ever bothered other people?,,745268907,
877074400,How many shots of the COVID-19 vaccine did you get? Please include your initial vaccination and any booster shots.,Text Only Response,299215535,
877842367,"Chlorhexidine mouthwash (such as PeridexTM, PerioGard®, or Paroex®)",Optional Select All that Apply,299215535,406270109
877878167,"In the 1 hour before you donated your mouthwash (saliva) sample, did you brush your teeth?",Optional Multiple Choice,299215535,
878281875,"On days that you vaped cannabis when you were age [X / 30] to age [Y / 39 / current age], what is the total amount of time you vaped per day?",,965707586,
878865966,Baseline blood sample collected,,104913069,
880067330,"Over the past 12 months, on the days that you drank liquor or mixed drinks, how many shots of liquor (1 shot = 1.5 ounces) did you drink per day?",,965707586,
880331901,How old were you when you first used combined oral contraceptive pills?,,745268907,
880794013,Blood order placed or urine order placed,,173836415,266600170
880962432,HPV,Optional Select All that Apply,726699695,874709643
881254965,uid: Unique ID,,487649453,
881949895,2020 Census Tract FIPS code,,218382402,
882731998,5-Previous Country,,716117817,113930886
882838859,"On days that you smoked cannabis when you were age [X / 70] and older, what is the total amount of time you smoked per day?",,965707586,
883668444,Destroy Data Categorical,,635994596,
883732523,Select reason tube was not collected,,299553921,
884494489,Commute School Zip code,,716117817,914696832
884514292,"Motorcycle - Thinking about the one-way trip from [insert address from CURWORKPOSTPAN1 - CURWORKPOSTPAN3/this address] to your home on a usual workday, about how much time do you usually spend in each type of transportation?",,716117817,532260562
884856351,When did you first have a CT colonoscopy?,Multiple Choice,369168474,
886047084,I have trouble doing all of my usual work (include work at home),Nested,601305072,420392309
886084185,Please choose the reason that best describes why you have not completed all the sections in the first survey:,Optional Multiple Choice with Text Box (text in text box),506648060,886084185
886203785,"Other: Please describe, text box commute to past work",,716117817,311891586
886247195,9-Previous Country,,716117817,171937884
886284650,"8-Seasonal Apartment, suite, unit, building, etc.",,716117817,509553290
886771318,Fluoride mouthwash (such as ACT®),Optional Select All that Apply,299215535,406270109
886864375,"Yes, for some other reason",Select All That Apply,299215535,899251483
887117937,Is there anything missing from our study communications that we should add? Please share here. [text box],Text Box Plus Check Box,506648060,394328384
887697329,"Child 1-Thinking of [child initials or nickname/your [oldest/next oldest]child], what sex is this child?","Optional Multiple Choice, Loops",726699695,
888313306,"During the season[s] in the past 12 months that you did vigorous outdoor chores (such as digging, carrying lumber, or snow shoveling), about how often did you do these chores outside of work?",,745268907,
888514303,6-Seasonal City,,716117817,383535171
888898065,"Thinking about your typical adult life, about how often were you around the tobacco smoke of others, for example in your home, work, or school when you were between 60 and 69 years of age",,965707586,738219521
889023234,Wine,,965707586,447720598
889053435,How many years ago did you last take prescription proton pump inhibitors?,,745268907,
889947344,Address 6-Please provide the following information:,,716117817,255474241
889949861,Age started smoking cannabis on a regular basis number,,965707586,116080663
890059935,Address 5- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,716117817,986989731
890134757,Seasonal Address 6- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided? Please describe [text box],,716117817,118738120
890156588,Did you get vaccinated against COVID-19?,Optional Multiple Choice,299215535,
890637099,Sibling 1- Is [SIBLING INITIALS OR NICKNAME/your sibling] still living?,Optional Multiple Choice,726699695,
890792569,Childhood City - Follow-up,,716117817,264797252
890945599,"How well did the Connect team communicate with you about donating samples (for example, where and how to donate your samples)?",Optional Multiple Choice,506648060,
891052313,"Dilation and Curettage (D&C). Before the procedure, it is likely that a medicine was given through a needle in your arm to make you sleepy. During this surgical procedure, a healthcare provider enlarged (dilated) your cervix and inserted an instrument to scrape tissue from inside your uterus. Someone else needed to drive you home.",Select All That Apply,369168474,356470898
891237683,"Car, van, or truck (includes carpools or van pools)- Thinking about the one-way trip from your home to [insert address from CURSCH1 - CURSCH3/this address] on a usual day, about how much time do you usually spend in each type of transportation?",,716117817,135529881
891573875,9-Previous City - Follow-up,,716117817,787064287
891793989,How many times have you had a breast biopsy?,Multiple Choice,369168474,
891825638,Do you smoke a combination of cannabis with tobacco now?,,965707586,
891939643,BSI ID,,392245497,
891996278,"Now thinking about your entire life, did you ever consume cannabis edibles, drinks, or capsules every day?",,965707586,
892050548,Mailing address zip,,569151507,
892150843,7-Seasonal State/Province - Follow-up,,716117817,293954660
892697201,DHQ3 at 6 months - flag for HEI Report viewed from external DHQ platform- Viewed/Not Viewed,,497020618,
892894242,Motorcycle commute to work,,716117817,635467479
893639464,7-Previous Street number,,716117817,539057792
893966847,"While you were in the hospital the [first/2nd/3rd/etc.] time you had COVID-19, did you receive dialysis treatment? If you are not sure, please make your best guess.","Optional Multiple Choice, Loops",299215535,435597481
894363067,"How old were you when you last used estrogen-only skin gel, cream, or spray-on medication?",,745268907,
895690836,open_date: Date message was opened,,708990554,
895826652,Personal Choice,,965707586,789159346
896163801,Chest tightness,"Optional Select All that Apply, Loops",299215535,705336878
896562194,"Milk, to drink or on cereal (e.g., regular, flavored, or lactose-free milk) (½ cup or 4 oz) Do not include non-dairy milk or small amounts of milk added to coffee or tea.",Nested,515124081,916948380
896953195,Liquor or mixed drinks,,965707586,447720598
897366187,I do not want to join the study for other reasons,,883203566,706283025
897920852,"Commuter rail, subway, metro- Thinking about the one-way trip from [insert address from PREWORK1 - PREWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?",,716117817,679430807
898042848,Breast Biopsy. Small amounts of the breast are removed with a biopsy needle or during surgery. The breast tissue or cells are then looked at under a microscope to check for cancer or other problems.,Select All That Apply,369168474,961267001
898078094,Bag/Container/Thing 23,,948781977,
898341670,How many times have you had a transvaginal ultrasound? ET,Multiple Choice,369168474,
899315984,"No, I borrowed a device from a friend, family member, or someone else",Optional Select All that Apply,506648060,649713579
899795025,Date/Time Melanoma Skin Cancer Diagnosis Submitted,,242103797,
899840609,Other weight loss method between ages 25 and 35: Please describe [text box],Optional Select All that Apply,726699695,827393644
900377581,7-Previous Country - Follow-up,,716117817,864213677
900561740,How many times have you had a CT colonoscopy?,Multiple Choice,369168474,
900611792,Month Started Current Work Post Pan,,716117817,870675371
900838463,Liberian,Optional Select All that Apply,726699695,976808005
900950849,6-Seasonal State/Province - Follow-up,,716117817,508587741
901077233,Chlamydia,Optional Select All that Apply,726699695,874709643
901141257,Post Pan Employer State/Province,,716117817,263959391
901154649,How old were you when you first used copper IUD?,,745268907,
901199566,GitHub/Survey Version for Menstrual Cycle,,912367929,
901439277,Cambodian,Optional Select All that Apply,726699695,525535977
901660173,"On the days that you walked or hiked for exercise, about how much time per day did you spend doing this activity?",,745268907,
902077989,"Other: Please describe, text box commute to work",,716117817,635467479
902078073,This is the date the card was returned to NORC.,,981001113,359309143
902332801,Who requested data destruction- Other (specify):,,635994596,524352591
902999015,How old were you when you first used vaginal ring?,,745268907,
903059223,When did you last have a PSA blood test?,Multiple Choice,369168474,
903156464,Blood test for ovarian cancer (CA-125). A blood test to check for ovarian cancer.,Select All That Apply,369168474,957875649
903490632,6-Previous Full Street name,,716117817,809728747
903825143,"Rogaine, Minoxidil, or Ioniten","Optional Select All that Apply, Displayif in One or More Responses",726699695,814664694
903896611,Previous Employer Street number,,716117817,992180692
904844824,"On the days that you did Martial Arts (such as Karate or Judo), about how much time per day did you spend doing this activity?",,745268907,
904954920,Walk or hike for exercise,,745268907,517976064
905002640,6-Seasonal State/Province,,716117817,383535171
905053272,Date/Time Lung or Bronchus Cancer Diagnosis Submitted,,242103797,
905236593,GitHub/Survey Version for Connect Experience,,506648060,
905787778,Who requested HIPAA revocation- Other (specify):,,635994596,175506524
906119853,"6-Previous Apartment, suite, unit, building, etc.",,716117817,809728747
906155105,"Month- During that time, did you ever use THC concentrates via dabbing every day?",,965707586,
906417725,Refusing all future activities,,635994596,
906459952,Are you currently using oral progestin-only medication?,,745268907,
906530287,Address 9-Please provide the cross streets of the intersection closest to this address:,,716117817,890661849
907038282,Alternative address city,Multiple Text Boxes,569151507,857915436
908044428,How long did it take you to recover to your usual state of health from the date you first realized you had COVID-19? Days,Text Only Response,299215535,959877599
908235757,What is the date of your diagnosis? - Year,Text Only Response,242103797,
908399883,"How old were you when you first consumed cannabis edibles, drinks, or capsules?",,965707586,
909529446,Cold Packs - insufficient,,775188224,238268405
910501158,"During your adult life, how often did you sunbathe outdoors with the goal of getting tan?",,965707586,
910856756,"Overall, how was your sleep on a usual night sleep during the past 4 weeks?",,745268907,
910980928,Caffeinated tea (8 oz cup),Nested,515124081,916948380
911964974,"9-Seasonal Apartment, suite, unit, building, etc.",,716117817,239279719
912088602,Deviation- Centrifuge -  clotted for longer than 2 hours,,299553921,248868659
912301837,Disposition codes for participation status,,581036703,
912818075,How many days per cycle did you use a combined oral estrogen plus progestin pill?,,745268907,
913107034,When did you last have a transvaginal ultrasound? ET,Multiple Choice,369168474,
913746491,"Address 2- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,716117817,250486386
913974510,Date Available,,726699695,
914594314,Autogenerated date/time verification status is updated,,218595434,
914639140,Autogenerated flag indicating whether partial Social Security Number was given (i.e.  Whether SrvSS_SSN4d_v1r0 was populated),,166676176,
915179629,Mouthwash Collection Setting,Updated Secondary Source to Collection Details and replaced BioSpm_MWSetting_v1r0 with BioSpm_MWSettingBL_v1r0.,173836415,266600170
915222355,6-Previous Country,,716117817,809728747
915293401,On how many of the past 30 days have you smoked a hookah or water pipe?,,965707586,
915527263,4-Previous Full Street name #1,,716117817,298296694
915838974,Autogenerated date/time when scanned at regional lab - automatically populated when next is hit at the end of the Collection Data Entry page prior to reason selection and additional comments.,,360770860,
915859406,1-Seasonal State/Province - Follow-up,,716117817,173413183
916186376,The disposition code with values: 01 UNDELIVERABLE - NO NEW INFORMATION PROVIDED; 02 UNDELIVERABLE - NEW INFORMATION PROVIDED; 06 REFUSAL; 07 HOSTILE REFUSAL,,981001113,359309143
916319911,"Yes, I use my own device provided by my employer",Optional Select All that Apply,506648060,210120853
916814781,Date Geocode data was delivered,,218382402,
917021073,Current State/Province - Follow-up,,716117817,920576363
917302906,Winter,,745268907,442059084
917425212,Are you able to go up and down stairs at a normal pace?,Nested,601305072,284353934
918190932,Norwegian,Optional Select All that Apply,726699695,797626610
918409306,Gender - Do you think of yourself as: [text box],Optional Multiple Choice with Text Box (text in text box),726699695,289664241
918819379,Spanish Creole,Optional Select All that Apply,726699695,588212264
919254129,Autogenerated flag -  when consent form submitted,,273437590,
919699172,I am no longer interested in the study,,861315814,
919936693,read: Read Status,,487649453,
920333151,"If you prefer to provide only the last 4 digits of your Social Security Number, please enter the last 4 digits here. If you do not want to provide your Social Security Number, select the Next button.",,166676176,
920460744,over-the-counter proton pump inhibitors,,745268907,643361372
920653797,"Taxicab (includes Uber, Lyft, or hired car)- Thinking about the one-way trip from your home to [insert address from CURWORKPOSTPAN1 - CURWORKPOSTPAN3/this address] on a usual workday, about how much time do you usually spend in each type of transportation?",,716117817,733638576
921090200,Seasonal Address 7- What year did you first spend time at [insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]?,,716117817,
921220809,"On the days that you did cross-country skiing, about how much time per day did you spend doing this activity?",,745268907,
921489984,GitHub/Survey Version for Diet Screener,,515124081,
921623945,"On days that you smoked a hookah or water pipe  when you were age [X / 40] to age [Y / 49 / current age], what is the total amount of time you smoked per day?",,965707586,
921663542,"When was the last time you consumed cannabis edibles, drinks, or capsules?",,965707586,
921972241,"In the last month, how often did you use fluoride mouthwash (such as ACT®)?",Optional Multiple Choice,299215535,
922388461,Lying down to rest in the afternoon,,745268907,981441822
922708844,"On days that you consumed cannabis edibles, drinks, or capsules  when you were age [X] to age [Y / 17], about how many servings did you have per day?",,965707586,
922903688,How old were you when you first used two separate pills?,,745268907,
922995819,Manifest/Paperwork/Vial information do not match,,775188224,238268405
923333992,Current employer - What type of business is this? Other [text box],Optional Select All that Apply,726699695,700374192
923371868,"On days that you smoked when you were age [X / 18] to age [Y / 24], about how many cigarettes did you smoke per day?",,965707586,
924583345,1-Previous Country - Follow-up,,716117817,444145120
924908599,Education,Optional Select All that Apply,726699695,700374192
925165180,Bag/Container/Thing 37,,948781977,
925215135,"On days that you consumed cannabis edibles, drinks, or capsules  when you were age [X / 25] to age [Y / 29], about how many servings did you have per day?",,965707586,
925516907,How many times have you had a full body skin examinations?,Multiple Choice,369168474,
925663113,"Commuter rail, subway, metro commute from past work",,716117817,251048648
925747671,Address 11- What year did you move into [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]?,,716117817,
925993577,I want to help others,"Optional Select All That Apply, DisplayIf in One or More Responses",506648060,960544981
926457119,Date Received - Site Shipment,,775188224,
926584500,Swim laps,,745268907,517976064
927863729,"Farming, fishing, or forestry",Optional Select All that Apply,726699695,700374192
927932321,"Address 11- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,716117817,927932321
928432579,"Stool (fecal) test. A test for blood or abnormal DNA in your stool. This test is sometimes called a fecal occult blood test (a FOBT), or a fecal immunochemical test (FIT), a Stool DNA Test (Cologuard®). These tests should be done at home and the sample is mailed in.",Select All That Apply,369168474,365148290
928530823,"During the [first/2nd/3rd/etc.] time you had COVID-19, didyou have septic shock (a condition with symptoms like difficulty breathing, chills, peeing less, and confusion) as a complication of COVID-19?","Optional Multiple Choice, Loops",299215535,737077131
928693120,Dashboard clinical urine accession ID,,664882224,
928803137,"Month- During that time, how many days (1 to 30) did you smoke cigarettes in a usual month?",,965707586,
929034795,"On days that you used chewing tobacco, snus, snuff, or dip  when you were age [X / 50] to age [Y / 59 / current age], what is the total amount of time you used them per day?",,965707586,
930208825,"Age last used- During that time, how many days (1 to 30) did you smoke cannabis in a usual month?",,965707586,
930511603,3-Previous City,,716117817,680046149
930916389,"Processed meat, such as bacon, lunch meats or hot dogs (2 slices or 2 oz)",Nested,515124081,916948380
930944000,How many days were you treated with oxygen (by mask or nose) when you had COVID-19 for the [first/2nd/3rd/etc.] time?,"Text Only Response, Loops",299215535,
931332817,GitHub/Survey Version for COVID-19,,793330426,
931999203,3-Previous City - Follow-up,,716117817,879180101
932127832,GitHub/Survey Version for MRE,,745268907,
932195315,"Commuter rail, subway, metro commute to school",,716117817,404863614
932563284,Moroccan,Optional Select All that Apply,726699695,351657815
932816988,Supertaster trait - rs713598,,392245497,
932828568,6-Seasonal Country,,716117817,383535171
932866744,Package Lost - Site Shipment,,775188224,
933017499,"Address 6- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,716117817,933017499
933110091,Child - another type of cancer: Please describe [text box],"Optional Select All that Apply, Loops",726699695,812370563
933374659,prescription proton pump inhibitors,,745268907,643361372
933646000,Other- Package Condition,"Concept ID not assigned here yet, but need to make question text: Other, unique",775188224,238268405
934037640,Changed diet,Optional Select All that Apply,726699695,207025341
934184033,"Address 4- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,716117817,934184033
934298480,Site reported age at recruitment,,883203566,
934384452,How long did you experience [piped response from SrvBlU_COV19C6Desc_v1r0/ these other symptoms],"Optional Multiple Choice, Displayif and Piped text",299215535,
934385625,When did you first have a HrHPV test?,Multiple Choice,369168474,
934555632,Seasonal Address 3- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided?,,716117817,771505558
934567929,Alternative address country,,569151507,
935326619,"Taxicab (includes, Uber, Lyft, or hired car)- Thinking about the one-way trip from [insert address from PREWORK1 - PREWORK3/this address] to your home on a usual workday, about how much time did you usually spend in each type of transportation?",,716117817,679430807
936015433,Refused QOL survey 3-mo (but willing to do other future surveys),,861315814,685002411
936042582,Dance,,745268907,517976064
936129960,1-Previous Zip code - Follow-up,,716117817,444145120
936366310,How many years ago did you last take over-the-counter proton pump inhibitors?,,745268907,
936382173,"In a usual week, about how often do you drink tap water from your home?  We are interested in all tap water, whether or not it has been filtered or treated. Please describe [text box]",,716117817,285545471
936393993,Did your usual one-way trip from [insert address from CURWORK1 - CURWORK3/this address] to your home involve travel on a major city or town roadway? These usually have two or more lanes and stoplights. An example is pictured.,,716117817,
936579387,WEIGHTHIS percent difference between 15 years old and 25 years old,,726699695,140418030
937208760,Enlarged Prostate,"Optional Select All that Apply, Displayif in One or More Responses",726699695,725626004
937362785,Deviation- Centrifuge - improper time of spinning (too short),,299553921,248868659
937550939,"Now thinking about your entire life, did you ever dab THC concentrates every day?",,965707586,
937608354,"Address 5- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,716117817,508187475
938180781,3-Seasonal Zip code,,716117817,143927994
938333920,How old were you when you last smoked a hookah or water pipe ?,,965707586,
938338155,Improper Packaging - Home Collections,,377669767,633640710
938969985,How old were you when you first used Depo-Provera?,,745268907,
939355635,Enter the screening facility or hospital address – Line 4,,242103797,
939782495,Anal,Optional Select All that Apply,726699695,814510313
939818935,Date/Time Urine Order Placed,,173836415,266600170
939897560,"Have you ever tried to get pregnant for more than one year, but did not get pregnant during that time?",,745268907,
940219092,Seasonal Address 8- What [is/was] the source of water to [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided? Please describe [text box],,716117817,603945794
940253045,Address 10- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,716117817,154170916
940387701,What is the highest level of school that you have completed? [text box],Optional Multiple Choice with Text Box (text in text box),726699695,367803647
940452831,"Bus or streetcar/trolley, light rail/trolley, light rail commute from current work",,716117817,404697804
940513931,Seasonal Address 10- What year did you first spend time at [insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]?,,716117817,
940631293,How many days per week do you usually make the trip from your home to [insert address from CURSCH1 - CURSCH3/this address]?,,716117817,
940733450,Do you snore?,,745268907,
941168091,5-Previous Country - Follow-up,,716117817,255474241
941830839,"Month - During that time, did you ever smoke a hookah or water pipe every day?",,965707586,
941963821,Refused follow-up blood collection,,861315814,685002411
942255248,Letter or brochure in mail,,214456996,142654897
942347130,Other breast surgeries: Please describe[text box],Optional Select All that Apply,726699695,517307064
942545134,"Military, police, firefighting, security services",Optional Select All that Apply,726699695,700374192
942970912,Colon/rectal,Optional Select All that Apply,726699695,814510313
943054522,Graves' Disease,Optional Select All that Apply,726699695,900541533
943119849,Please choose the reason that fits best to describe why you have not completed the sample survey:,Optional Multiple Choice with Text Box (text in text box),506648060,943119849
943232079,Autogenerated date/time stamp for Start of SSN Survey,,166676176,
